run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v4_B_group_openrouter_20260729T110343685147,v4,v4+pf0c3b7d10980+t36617c7b4dbf,group,G01_translate_routing,False,wrong_tool,,translate,translate,True,True,True,
v4_B_group_openrouter_20260729T110343685147,v4,v4+pf0c3b7d10980+t36617c7b4dbf,group,G02_stock_symbol_arg,False,wrong_arg_value,,stock,stock,True,True,True,
v4_B_group_openrouter_20260729T110343685147,v4,v4+pf0c3b7d10980+t36617c7b4dbf,group,G03_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v4_B_group_openrouter_20260729T110343685147,v4,v4+pf0c3b7d10980+t36617c7b4dbf,group,G04_missing_translate_text,False,missing_info,,clarify,clarify,True,True,True,
v4_B_group_openrouter_20260729T110343685147,v4,v4+pf0c3b7d10980+t36617c7b4dbf,group,G05_out_of_scope_medical,False,out_of_scope,,no_tool,,True,True,True,
v4_B_group_openrouter_20260729T110343685147,v4,v4+pf0c3b7d10980+t36617c7b4dbf,group,G06_stock_correction,True,wrong_arg_value,,stock,stock,True,True,True,
v4_B_group_openrouter_20260729T110343685147,v4,v4+pf0c3b7d10980+t36617c7b4dbf,group,G07_clarify_then_timeline,True,missing_info,,timeline,timeline,True,True,True,
v4_B_group_openrouter_20260729T110343685147,v4,v4+pf0c3b7d10980+t36617c7b4dbf,group,G08_confirm_send_multiturn,True,wrong_boundary,,clarify,clarify,True,True,True,
v4_B_group_openrouter_20260729T110343685147,v4,v4+pf0c3b7d10980+t36617c7b4dbf,group,G09_chat_meta_no_tool,True,unnecessary_tool,,no_tool,,True,True,True,
v4_B_group_openrouter_20260729T110343685147,v4,v4+pf0c3b7d10980+t36617c7b4dbf,group,G10_switch_to_calculator,True,wrong_tool,,calculator,calculator,True,True,True,
v4_B_group_openrouter_20260729T110526881088,v4,v4+pf0c3b7d10980+t36617c7b4dbf,group,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v4_B_group_openrouter_20260729T110526881088,v4,v4+pf0c3b7d10980+t36617c7b4dbf,group,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v4_B_group_openrouter_20260729T110526881088,v4,v4+pf0c3b7d10980+t36617c7b4dbf,group,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v4_B_group_openrouter_20260729T110526881088,v4,v4+pf0c3b7d10980+t36617c7b4dbf,group,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v4_B_group_openrouter_20260729T110526881088,v4,v4+pf0c3b7d10980+t36617c7b4dbf,group,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_group_openrouter_20260729T110526881088,v4,v4+pf0c3b7d10980+t36617c7b4dbf,group,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v4_B_group_openrouter_20260729T110526881088,v4,v4+pf0c3b7d10980+t36617c7b4dbf,group,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v4_B_group_openrouter_20260729T110526881088,v4,v4+pf0c3b7d10980+t36617c7b4dbf,group,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v4_B_group_openrouter_20260729T110526881088,v4,v4+pf0c3b7d10980+t36617c7b4dbf,group,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v4_B_group_openrouter_20260729T110526881088,v4,v4+pf0c3b7d10980+t36617c7b4dbf,group,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v4_B_group_openrouter_20260729T110526881088,v4,v4+pf0c3b7d10980+t36617c7b4dbf,group,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v4_B_group_openrouter_20260729T110526881088,v4,v4+pf0c3b7d10980+t36617c7b4dbf,group,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v4_B_group_openrouter_20260729T110526881088,v4,v4+pf0c3b7d10980+t36617c7b4dbf,group,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v4_B_group_openrouter_20260729T110526881088,v4,v4+pf0c3b7d10980+t36617c7b4dbf,group,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v4_B_group_openrouter_20260729T110526881088,v4,v4+pf0c3b7d10980+t36617c7b4dbf,group,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v4_B_group_openrouter_20260729T110526881088,v4,v4+pf0c3b7d10980+t36617c7b4dbf,group,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v4_B_group_openrouter_20260729T110526881088,v4,v4+pf0c3b7d10980+t36617c7b4dbf,group,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_group_openrouter_20260729T110526881088,v4,v4+pf0c3b7d10980+t36617c7b4dbf,group,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v4_B_group_openrouter_20260729T110526881088,v4,v4+pf0c3b7d10980+t36617c7b4dbf,group,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_group_openrouter_20260729T110526881088,v4,v4+pf0c3b7d10980+t36617c7b4dbf,group,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
